player_id,tlpd_id,birthday
519,3353,1990-10-25
520,2390,
521,2958,
523,3065,
525,1775,
527,1267,1987-01-27
531,1615,
532,2236,
533,3453,
538,4162,1994-12-23
539,2002,
541,1824,1988-09-29
545,1135,1986-09-11
546,-1,
550,4461,
551,1880,
552,2234,
553,1675,1991-11-30
555,1736,
558,2304,
559,2389,1991-04-03
560,2989,1992-08-09
565,3405,
569,2291,
574,3505,1992-06-04
576,3469,
578,2009,
580,-1,
581,2633,
583,3509,
584,1741,
585,2056,
586,2203,
587,1800,
588,4290,
589,2054,
591,1759,
592,2298,
593,2290,1993-08-30
600,1599,1983-11-27
601,2025,
605,1185,1988-03-13
607,-1,
610,1372,1986-07-14
616,1815,
618,2052,
620,4052,
621,1650,
628,2377,
630,3015,
633,3191,1995-02-03
637,2575,1989-12-15
638,1776,1988-06-17
640,2647,
641,2488,
643,2524,1989-01-09
646,3491,
649,2337,
650,4187,
653,4469,1993-02-17
656,3293,
661,1863,
662,2722,1988-08-02
663,2871,
665,1245,1987-09-26
667,1271,1987-05-04
668,2704,1993-01-28
683,2387,1985-06-12
684,2651,
685,3703,
689,2492,
691,1814,
694,2670,
696,3471,1984-09-04
697,-1,
706,4110,
708,4267,
710,-1,
715,4701,
716,3019,1989-08-22
717,2572,1989-05-01
725,2017,
729,1739,1984-10-11
730,-1,
731,-1,
733,1681,
734,2065,
735,4112,
738,4286,
740,2665,
753,2549,
758,2258,1988-03-18
759,2099,
760,3031,
761,2764,
762,1496,
764,-1,1992-04-26
768,2888,1996-01-21
769,2516,1987-12-15
771,1189,1984-10-31
772,-1,
775,2315,1993-05-11
776,2772,
778,2003,1993-10-19
790,-1,
797,2199,1989-12-26
799,2541,
807,1683,
808,4778,
813,2568,1987-05-12
816,4392,
817,2081,
828,3571,1993-08-19
839,-1,
840,1203,1991-04-16
844,3936,
846,2628,
861,4791,
870,2542,
873,-1,
881,6146,
885,1938,
891,4899,1991-11-19
894,-1,
896,2022,
900,3045,
902,3492,
913,-1,
918,2137,1991-11-04
919,-1,
923,2993,1987-08-31
933,3217,1992-10-06
936,-1,
945,-1,
946,1833,
947,3614,
952,4111,1997-04-29
953,1888,
955,3474,
968,3512,1989-07-11
970,5571,
971,1573,1987-09-08
975,2200,1988-12-13
977,-1,
981,3050,
989,2597,
990,3486,1995-07-11
997,-1,
998,2349,1987-01-20
1004,2326,1992-09-18
1008,3673,1992-09-18
1015,2116,
1016,4789,1994-05-16
1019,-1,
1023,1992,1994-07-13
1026,-1,
1029,-1,
1032,2047,
1046,2555,
1047,4178,
1067,-1,
1072,-1,
1092,1891,
1101,-1,
1105,2973,
1106,1876,
1112,2518,
1116,-1,
1126,422,
1133,1896,
1134,3028,
1135,4803,
1137,1645,1986-08-12
1147,3046,
1154,3372,
1160,2252,1993-12-09
1161,2078,1984-10-03
1163,-1,
1171,3284,1997-03-04
1174,-1,
1177,2018,1983-07-09
1183,2287,1987-01-15
1187,-1,
1190,2501,1990-06-30
1192,4326,1996-12-14
1193,1843,
1196,3448,
1199,-1,
1204,-1,
1212,4330,
1216,-1,
1220,4569,
1221,-1,
1224,1998,
1230,1637,1990-06-17
1239,-1,
1241,4687,1993-08-17
1244,2007,
1256,4781,
1268,3363,
1276,4333,
1277,4000,
1278,2079,
1300,2728,
1308,-1,
1317,2974,1984-10-16
1320,-1,1988-02-23
1330,3849,1994-01-01
1331,1632,
1337,-1,
1350,4246,1989-12-25
1353,-1,
1362,2716,
1363,1919,
1368,-1,
1372,2971,
1377,-1,
1384,4148,
1386,1963,
1419,3839,
1447,3780,
1452,-1,1996-07-18
1458,4581,
1459,4577,
1475,1841,
1476,4128,1992-06-16
1491,2090,
1492,-1,
1494,1890,
1499,4661,
1500,4787,
1503,3850,
1507,4088,
1522,3035,
1545,3361,
1547,2643,
1552,2661,1986-08-20
1563,2912,1990-02-12
1570,1974,
1574,1976,
1575,-1,
1582,1877,
1584,1854,
1587,815,
1588,1846,
1591,1886,
1611,1899,
1625,-1,
1628,4010,
1638,3346,
1640,1961,
1643,2089,
1645,1977,
1711,-1,1994-03-25
1714,3326,1988-10-25
1718,-1,
1721,-1,
1726,-1,
1746,-1,1994-01-21
1756,4762,
1760,-1,
1765,2206,
1768,1936,
1785,-1,
1786,-1,
1791,3473,
1796,4568,
1798,4439,
1807,4512,1992-02-17
1811,-1,1992-03-05
1812,-1,1995-10-11
1815,4048,
1817,-1,
1821,-1,
1879,-1,
1880,4445,
1882,-1,
1884,-1,
1885,-1,
1894,4857,
1900,4544,
1903,3194,
1906,-1,
1909,3204,
1912,4285,
1930,2571,
1932,2859,
1934,3190,
1935,3201,
1939,2860,1985-10-04
1945,2546,
1948,-1,
1959,3887,
1961,-1,
1975,-1,
1976,1892,
2021,-1,
2022,4253,1986-12-14
2081,-1,
2082,-1,
2088,4933,1987-05-06
2097,4719,
2100,-1,
2112,-1,1993-08-04
2116,4927,
2120,-1,
2140,2220,1991-02-02
2144,2441,1990-03-24
2150,3697,1990-10-25
2155,4911,
2160,-1,
2169,4562,
2175,-1,1993-12-18
2176,-1,
2180,2567,
2184,-1,
2187,-1,
2209,4358,
2211,4814,
2213,-1,
2226,3680,
2230,4698,
2235,-1,
2240,-1,
2247,1762,1989-03-07
2279,-1,
2280,-1,
2281,3723,
2282,-1,
2283,-1,
2284,-1,
2285,-1,
2286,-1,1993-04-01
2288,-1,
2289,-1,1996-04-05
2290,-1,1994-05-19
2291,-1,
2292,-1,
2293,4629,
2310,2819,
2331,-1,
2332,-1,
2336,-1,1987-07-27
2361,-1,
2364,-1,1985-11-15
2369,-1,
2380,-1,
2381,3672,
2382,4194,1994-02-24
2417,4240,
2452,-1,
2453,-1,
2461,3625,1992-11-26
2462,3901,
2477,3898,
2491,-1,
2494,-1,
2495,4070,
2505,2436,
2517,-1,1992-06-26
2521,4552,
2527,3446,
2552,4489,1993-02-25
2555,2824,
2573,-1,1993-02-26
2706,2223,
2725,2936,1984-02-12
2738,2761,
2739,2543,
2746,3747,
2749,3746,
2763,1620,
2773,2801,1988-09-15
2780,1422,
2784,2229,
2797,2663,1987-06-01
2828,1730,1989-08-02
2857,2247,
2862,2238,1995-11-18
2932,2927,1990-08-16
2937,2259,
2966,2144,
2969,1658,
2984,2275,
2994,2465,1991-12-02
3059,2535,1992-03-08
3062,2556,
3081,2637,
3088,3060,
3095,3687,
3097,2700,1992-07-08
3111,3717,
3118,2935,
3147,3061,
3166,2956,1987-09-22
3188,3154,
3212,3116,
3249,3010,
3272,3039,
3299,3270,
3308,3158,
3328,3186,1995-04-19
3369,3291,
3411,3333,
3455,3426,
3477,3911,
3480,1140,
3482,4062,
3512,3514,1988-10-07
3530,3810,
3545,3640,
3557,3576,
3610,3792,
3636,3903,
3642,3943,
3659,3967,
3700,4036,
3713,4116,
3714,4078,
3742,4123,
3756,4223,
3783,4198,
3808,4193,
3820,4260,
3836,4296,
3847,4336,
3849,1669,
3871,4383,1992-10-29
3896,4460,
3954,4540,
3983,4582,
4015,4622,1992-10-05
4016,3715,
4019,4667,
4021,4666,
4028,4686,1992-12-26
4032,4717,
4063,4785,
4067,4901,
4073,4904,
4074,4837,
4077,4841,1989-12-24
4079,4848,
4098,4894,1993-07-10
4109,4914,1996-12-28
4115,4935,1993-07-01
4122,4941,
4134,-1,
4138,-1,
4141,-1,
4149,-1,
4152,-1,1991-01-17
4155,-1,
4169,-1,
4172,-1,
4187,-1,1994-08-23
4189,-1,
4193,-1,
4219,-1,
4220,-1,
4221,-1,
4222,-1,
4223,-1,
4224,-1,
4225,-1,
4226,-1,
4227,-1,
4229,-1,1989-03-26
4276,-1,
4277,-1,1996-08-09
4278,-1,
4280,-1,
4282,-1,
4284,-1,
4310,-1,
4319,-1,
4329,-1,
4333,-1,
4349,5711,
4355,5877,1990-11-05
4373,-1,1991-08-02
4377,-1,
4388,-1,1997-01-13
4389,-1,
4391,-1,
4394,-1,
4396,-1,
4397,-1,
4398,-1,
4416,-1,
4425,-1,
4426,-1,
4429,-1,
4436,-1,
4443,-1,
4450,-1,
4452,-1,
4460,-1,
4461,-1,
4462,-1,1989-03-20
4472,-1,
4479,-1,
4486,-1,1991-05-05
4489,-1,1990-08-17
4491,-1,
4497,-1,1993-10-04
4503,-1,
4507,-1,
4515,-1,
4521,-1,1996-04-19
4522,-1,
4523,-1,
4540,-1,1994-04-19
4544,-1,
4553,-1,
4561,-1,
4562,-1,
4564,-1,1997-04-10
4565,-1,
4582,-1,
4584,-1,1996-03-14
4586,-1,
4589,-1,
4595,-1,
4619,-1,
4621,-1,
4628,-1,
4637,-1,
4650,-1,1991-05-22
4661,-1,
4668,-1,
4671,-1,
4678,-1,
4681,-1,
4705,-1,
4710,-1,
4711,-1,1998-02-11
4720,-1,
4724,-1,
4726,-1,
4727,-1,
4731,-1,
4733,5782,1987-12-23
4740,-1,
4750,-1,1995-01-31
4751,-1,
4773,-1,
4779,-1,
4780,-1,
4789,-1,
4791,-1,
4796,-1,
4797,-1,
4799,-1,
4822,-1,
4827,-1,
4830,-1,1994-03-29
4843,-1,
4845,-1,
4852,-1,
4860,-1,
4896,-1,
4909,-1,
4919,-1,
4924,-1,
4934,-1,
4936,-1,
4944,-1,
4945,-1,
4948,-1,
4952,-1,
4957,-1,
4958,-1,
4969,-1,
4998,-1,
5000,-1,
5025,-1,
5030,-1,
5051,-1,
5053,-1,1988-01-23
5054,-1,
5056,-1,
5057,-1,
5058,-1,
5060,-1,
5061,-1,
5065,-1,
5072,-1,
5083,-1,
5092,-1,
5093,-1,
5094,-1,
5098,-1,1991-02-28
5099,-1,
5103,-1,
5109,-1,1994-02-27
5118,5689,1995-09-06
5122,-1,
5129,-1,
5130,-1,
5162,-1,
5172,-1,1992-08-07
5195,-1,
5202,-1,
5203,-1,
5204,-1,1993-07-25
5207,-1,
5208,-1,
5224,-1,
5231,-1,
5232,-1,
5233,-1,
5235,-1,
5237,4288,1988-04-17
5250,-1,
5255,-1,1992-07-03
5258,-1,
5260,-1,
5262,-1,
5263,-1,
5265,4382,1988-05-21
5270,-1,
5274,-1,
5275,-1,
5276,-1,1988-02-26
5280,-1,1996-11-22
5289,-1,
5297,-1,
5303,-1,
5308,-1,
5309,-1,
5312,-1,
5315,-1,1997-12-25
5318,-1,
5319,-1,
5323,-1,1995-10-22
5332,-1,
5336,-1,
5382,-1,
5388,-1,1996-06-17
5409,-1,1995-07-21
5413,-1,
5414,-1,2002-07-01
5431,-1,1996-12-13
5432,-1,2000-01-12
5437,-1,1997-08-19
5445,-1,
5447,-1,
5448,-1,
5449,-1,
5451,-1,
5452,-1,
5454,-1,
5459,-1,
5464,6111,
5465,-1,
5482,-1,
5485,-1,
5486,-1,
5500,-1,
5510,-1,
5514,-1,
5529,-1,
5560,-1,
5563,-1,
5590,-1,
5592,-1,
5594,-1,
5595,-1,
5600,-1,1990-05-06
5604,-1,
5608,-1,
5609,-1,
5612,-1,
5615,-1,
5616,-1,
5622,-1,
5627,-1,
5632,-1,
5636,-1,1994-09-15
5637,-1,
5641,-1,
5648,-1,
5649,-1,
5699,-1,
5700,-1,
5729,-1,
5733,-1,
5734,-1,
5735,-1,
5741,-1,
5743,-1,
5744,-1,1993-07-11
5751,-1,1996-03-16
5777,-1,1997-03-22
5803,-1,
5826,-1,
5835,-1,
5842,-1,
5843,-1,1995-07-26
5857,-1,
5871,-1,
5878,-1,2002-04-08
5885,-1,
5888,-1,
5910,-1,
5911,-1,1991-05-10
5912,-1,
5915,-1,
5919,-1,
5920,-1,
5925,-1,
5938,-1,
5939,-1,
5942,-1,
5948,-1,
5968,-1,1993-10-01
5974,-1,
5976,-1,
5979,-1,
5980,-1,
5981,-1,
5993,-1,
5996,-1,
6017,-1,
6022,-1,1994-01-07
6029,-1,1995-07-29
6030,-1,1991-02-22
6035,-1,
6037,-1,
6038,-1,
6039,-1,
6040,-1,
6045,-1,1996-09-18
6047,-1,
6057,-1,
6058,-1,
6060,-1,
6087,-1,
6100,-1,
6127,-1,
6155,-1,
6176,-1,2001-07-16
6179,-1,1993-10-05
6182,-1,
6183,-1,
6185,-1,
6220,-1,
6231,-1,
6235,-1,1997-09-18
6275,-1,
6285,-1,
6288,-1,
6296,-1,
6300,-1,
6306,-1,
6330,-1,
6344,-1,
6346,-1,
6347,-1,
6379,-1,
6396,-1,
6403,-1,
6404,-1,
6420,-1,
6457,-1,
6468,-1,1989-10-10
6472,-1,1995-09-22
6503,-1,
6599,6107,
6625,-1,
6784,-1,
6911,-1,
6912,-1,
6917,-1,
6925,-1,
6936,-1,
6960,-1,
6965,-1,
6970,-1,
7013,-1,
7100,-1,
7138,-1,
7154,-1,1997-10-18
7167,-1,1996-02-28
7192,-1,
7195,-1,
7206,-1,
7215,-1,
7217,-1,
7221,-1,1988-08-08
7242,-1,
7368,-1,
7372,-1,
7373,-1,
7379,-1,
7380,-1,1988-03-02
7382,-1,
7388,-1,
7395,-1,
7405,-1,1995-10-06
7444,-1,
7506,-1,
7507,-1,
7521,-1,
7526,-1,
7529,-1,
7533,-1,
7545,-1,
7549,-1,
7554,-1,
7555,-1,
7557,-1,
7589,-1,
7601,-1,1994-08-04
7660,-1,1993-12-30
7679,-1,
7741,-1,
7797,-1,
7813,-1,
7882,-1,1995-02-07
7932,-1,
7936,-1,
7937,-1,
7942,-1,
7945,-1,
7949,-1,
7957,-1,1994-11-08
7967,-1,
7976,-1,
7978,-1,
7982,-1,
7992,-1,
7994,-1,
7999,-1,
8023,-1,1999-08-23
8025,-1,
8038,-1,
8045,-1,1995-04-10
8056,-1,
8058,-1,
8097,-1,
8106,-1,1999-05-15
8107,-1,
8128,-1,
8129,-1,
8130,-1,
8136,-1,
8148,-1,
8169,-1,
8173,-1,
8209,-1,
8210,-1,
8213,-1,
8214,-1,
8216,-1,
8217,-1,
8218,-1,
8219,-1,
8220,-1,
8221,-1,
8222,-1,1996-04-22
8234,-1,
8255,-1,
8281,-1,2000-11-09
8299,-1,
8327,-1,
8336,-1,
8347,-1,
8353,-1,
8357,-1,
8359,-1,1996-11-01
8373,-1,
8376,-1,
8379,-1,
8380,-1,
8399,-1,
8410,-1,
8415,-1,
8421,-1,
8423,-1,
8424,-1,
8427,-1,
8458,-1,
8483,-1,
8488,-1,
8492,-1,
8495,-1,
8500,-1,
8501,-1,
8515,-1,
8524,-1,1994-01-08
8528,-1,
8532,-1,
8534,-1,
8558,-1,
8563,-1,
8567,-1,
8569,-1,
8570,-1,
8571,-1,
8573,-1,
8574,-1,
8575,-1,
8580,-1,
8581,-1,
8582,-1,
8586,-1,
8589,-1,
8590,-1,
8591,-1,
8593,-1,1998-05-14
8613,-1,1994-08-23
8633,-1,
8646,-1,1999-07-22
8680,-1,
8719,-1,
8784,-1,
8801,-1,
8802,-1,
8809,-1,1998-10-02
8814,-1,
8828,-1,
8872,-1,
8885,-1,
8886,-1,
8893,-1,1991-09-28
8913,-1,1998-10-16
8923,-1,
8931,-1,1991-10-15
8934,-1,
8947,-1,
8952,-1,
8958,-1,
8962,-1,
8970,-1,
8980,6565,
8991,-1,
9011,-1,
9012,-1,
9014,-1,1988-05-04
9023,-1,
9025,-1,
9026,-1,
9068,-1,
9070,-1,
9087,-1,
9089,6521,1999-07-01
9090,-1,1995-02-19
9134,-1,
9163,-1,
9210,-1,
9212,-1,1998-11-06
9217,-1,
9219,-1,
9222,-1,1995-09-17
9223,-1,
9225,-1,
9226,-1,
9232,-1,
9233,-1,1998-02-05
9234,-1,
9237,-1,1994-07-22
9238,-1,1995-11-20
9243,-1,
9245,-1,
9248,-1,
9249,-1,1997-01-02
9258,-1,
9262,-1,
9265,-1,
9269,-1,
9278,-1,1998-12-03
9279,-1,
9285,-1,
9287,-1,
9288,-1,
9291,-1,
9292,-1,1996-03-07
9299,-1,
9313,-1,
9314,-1,
9326,-1,
9329,-1,
9338,-1,1999-08-22
9344,-1,
9346,-1,
9347,-1,
9360,-1,
9366,-1,1997-07-30
9369,-1,1998-05-27
9398,-1,
9400,-1,
9404,-1,
9405,-1,
9406,-1,
9409,-1,
9416,-1,
9417,-1,
9419,-1,
9427,-1,1995-12-05
9431,-1,
9433,-1,
9434,-1,
9448,-1,
9450,-1,
9454,-1,
9456,-1,
9461,-1,1994-12-17
9462,-1,
9464,-1,
9465,-1,
9474,-1,
9475,-1,
9492,-1,
9515,-1,
9539,-1,
9546,-1,
9583,-1,
9593,-1,
9644,-1,1993-07-27
9648,-1,
9650,-1,
9666,-1,
9669,-1,
9683,-1,
9687,-1,1996-07-16
9696,-1,
9700,-1,
9714,-1,
9742,-1,
9748,-1,
9755,-1,1999-04-23
9770,-1,
9771,-1,
9780,-1,1999-08-21
9787,-1,
9792,-1,
9810,-1,
9815,-1,1999-08-22
9823,-1,
9831,-1,
9832,-1,
9850,-1,
9854,-1,
9863,-1,
9866,-1,1996-04-19
9876,-1,2001-02-08
9877,-1,
9889,-1,
9899,-1,1996-08-30
9904,-1,
9918,-1,
9975,-1,
9980,-1,
9990,-1,1994-06-29
9995,-1,1996-06-03
10012,-1,
10025,-1,1999-04-21
10029,-1,
10041,-1,
10046,-1,
10051,-1,
10056,-1,
10057,-1,
10058,-1,
10062,-1,
10076,-1,
10095,-1,
10100,-1,
10124,-1,
10125,-1,
10126,-1,
10129,-1,
10132,-1,2000-01-21
10134,-1,
10140,-1,
10161,-1,
10165,-1,
10167,-1,
10176,-1,1995-11-09
10181,-1,
10182,-1,
10273,-1,
10309,-1,
10312,-1,1999-08-31
10330,-1,
10344,-1,
10349,-1,
10353,-1,
10360,-1,
10427,-1,
10448,-1,
10463,-1,1992-10-06
10465,-1,
10479,-1,
10484,-1,
10490,-1,1992-06-03
10495,-1,
10505,-1,2001-06-13
10544,-1,
10546,-1,
10550,-1,
10551,-1,
10559,-1,1990-01-20
10562,-1,
10567,-1,
10578,-1,
10579,-1,
10582,-1,
10597,-1,
10613,-1,
10615,-1,
10628,-1,
10639,-1,
10651,-1,
10664,-1,
10675,-1,1996-10-24
10676,-1,
10698,-1,
10699,-1,1998-12-31
10716,-1,
10718,-1,
10734,-1,
10738,-1,
10746,-1,
10747,-1,
10750,-1,
10756,-1,
10764,-1,
10770,-1,
10774,-1,
10780,-1,
10787,-1,
10789,-1,
10790,-1,
10800,-1,
10805,-1,1996-05-09
10808,-1,1995-02-20
10819,-1,
10820,-1,
10853,-1,
10857,-1,
10859,-1,
10861,-1,
10864,-1,
10865,-1,2001-11-11
10875,-1,
10909,-1,
10953,-1,1998-12-28
10986,-1,1998-06-14
10994,-1,1997-02-28
11007,-1,
11010,-1,
11027,-1,
11036,-1,2001-01-17
11057,-1,
11084,-1,2000-02-20
11119,-1,
11152,-1,
11156,-1,
11165,-1,
11171,-1,
11176,-1,
11186,-1,
11187,-1,
11188,-1,
11198,-1,
11208,-1,
11252,-1,
11279,-1,
11285,-1,
11298,-1,
11300,-1,
11312,-1,
11319,-1,
11322,-1,
11339,-1,
11345,-1,
11377,-1,
11381,-1,
11422,-1,
11434,-1,
11448,-1,
11456,-1,
11472,-1,
11533,-1,
11534,-1,
11558,-1,
11566,-1,
11568,-1,
11586,-1,
11616,-1,
11619,-1,
11620,-1,
11648,-1,
11652,-1,
11653,-1,
11663,-1,
11682,-1,
11707,-1,
11708,-1,
11709,-1,
11714,-1,
11716,-1,
11726,-1,
11784,-1,
11793,-1,
11797,-1,
11817,-1,
11820,-1,
11821,-1,
11844,-1,
11865,-1,
11869,-1,
11881,-1,
11885,-1,
11909,-1,
11924,-1,
11945,-1,
11948,-1,
11964,-1,
11974,-1,
11984,-1,
11985,-1,
11996,-1,
11997,-1,
11999,-1,
12002,-1,
12010,-1,
12023,-1,
12029,-1,
12039,-1,
12053,-1,
12061,-1,
12072,-1,
12091,-1,
12108,-1,
12112,-1,
12124,-1,
12125,-1,
12136,-1,
12145,-1,
12178,-1,
12180,-1,
12183,-1,
12187,-1,
12226,-1,
12227,-1,
12231,-1,
12233,-1,
12240,-1,
12244,-1,
12275,-1,
12316,-1,
12332,-1,
12369,-1,
12370,-1,
12406,-1,
12423,-1,
12461,-1,
12506,-1,
12554,-1,
12559,-1,
12573,-1,
12586,-1,
12634,-1,
12640,-1,
12704,-1,
12717,-1,
12720,-1,
12733,-1,
12737,-1,
12764,-1,
12766,-1,
12768,-1,
12776,-1,
12781,-1,
12787,-1,
12796,-1,
12856,-1,
12863,-1,
12866,-1,
12895,-1,
12914,-1,
12918,-1,
12946,-1,
12967,-1,
12970,-1,
12975,-1,
12976,-1,
12989,-1,
13000,-1,
13040,-1,
13044,-1,
13083,-1,
13145,-1,
13148,-1,
13153,-1,
13172,-1,
13173,-1,
13182,-1,
13216,-1,
13221,-1,
13223,-1,
13224,-1,
13227,-1,
13229,-1,
13261,-1,
13279,-1,
13299,-1,
13308,-1,
13324,-1,
13355,-1,
13361,-1,
13362,-1,
13365,-1,
13375,-1,
13379,-1,
13401,-1,
13405,-1,
13407,-1,
13408,-1,
13418,-1,
13424,-1,
13454,-1,
13466,-1,
13481,-1,
13510,-1,
13511,-1,
13540,-1,
13541,-1,
13547,-1,
13561,-1,
13567,-1,
13593,-1,
13607,-1,
13608,-1,
13625,-1,
13645,-1,
13650,-1,
13691,-1,
13700,-1,
13705,-1,
13713,-1,
13715,-1,
13719,-1,
13743,-1,
13785,-1,
13842,-1,
13849,-1,
13851,-1,
13857,-1,
13858,-1,
13859,-1,
13861,-1,
13882,-1,
13885,-1,
13912,-1,
13926,-1,
13936,-1,
13938,-1,
13952,-1,
13967,-1,
13979,-1,
14001,-1,
14003,-1,
14006,-1,
14031,-1,
14044,-1,
14054,-1,
14093,-1,
14095,-1,
14106,-1,
14147,-1,
14163,-1,
14198,-1,
14284,-1,
14286,-1,
14293,-1,
14307,-1,
14320,-1,
14367,-1,
14379,-1,
14427,-1,
14428,-1,
14437,-1,
14452,-1,
14477,-1,
14491,-1,
14499,-1,
14500,-1,
14523,-1,
14544,-1,
14546,-1,
14547,-1,
14548,-1,
14569,-1,
14584,-1,
14607,-1,
14657,-1,
14666,-1,
14691,-1,
14702,-1,
14712,-1,
14728,-1,
14767,-1,
14783,-1,
14784,-1,
14785,-1,
14786,-1,
14789,-1,
14790,-1,
14791,-1,
14792,-1,
14887,-1,
14909,-1,
14922,-1,
14927,-1,
14930,-1,
14940,-1,
14941,-1,
14942,-1,
14993,-1,
15013,-1,
15049,-1,
15069,-1,
15085,-1,
15110,-1,
15140,-1,
15155,-1,
15156,-1,
15162,-1,
15165,-1,
15167,-1,
15168,-1,
15188,-1,
15198,-1,
15199,-1,
15204,-1,
15214,-1,
15221,-1,
15254,-1,
15267,-1,
15298,-1,
15327,-1,
15362,-1,
15364,-1,
15400,-1,
15402,-1,
15403,-1,
15425,-1,
15427,-1,
15479,-1,
15485,-1,
15488,-1,
15516,-1,
15517,-1,
15567,-1,
15614,-1,
15628,-1,
15630,-1,
15631,-1,
15676,-1,
15684,-1,
15694,-1,
15744,-1,
15745,-1,
15763,-1,
15769,-1,
15796,-1,
15815,-1,
15820,-1,
15858,-1,
15875,-1,
15940,-1,
15999,-1,
16023,-1,
16039,-1,
16041,-1,
16063,-1,
16083,-1,
16094,-1,
16110,-1,
16119,-1,
16132,-1,
16137,-1,
16187,-1,
16199,-1,
16235,-1,
16236,-1,
16237,-1,
16242,-1,
16258,-1,
16307,-1,
16309,-1,
16310,-1,
16345,-1,
16482,-1,
16497,-1,
16501,-1,
16545,-1,
16595,-1,
16628,-1,
16664,-1,
16726,-1,
16727,-1,
16745,-1,
16778,-1,
16780,-1,
16785,-1,
16793,-1,
16797,-1,
16810,-1,
16886,-1,
16901,-1,
16903,-1,
16906,-1,
16907,-1,
16909,-1,
16918,-1,
16922,-1,
16940,-1,
16957,-1,
17030,-1,
17035,-1,
17036,-1,
17038,-1,
17042,-1,
17054,-1,
17056,-1,
17063,-1,
17101,-1,
17103,-1,
17110,-1,
17118,-1,
17133,-1,
17134,-1,
17141,-1,
17142,-1,
17144,-1,
17148,-1,
17155,-1,
17177,-1,
17178,-1,
17179,-1,
17182,-1,
17189,-1,
17193,-1,
17203,-1,
17278,-1,
17315,-1,
17325,-1,
17327,-1,
17353,-1,
17385,-1,
17397,-1,
17408,-1,
17409,-1,
17411,-1,
17430,-1,
17433,-1,
17435,-1,
17437,-1,
17446,-1,
17453,-1,
17454,-1,
17461,-1,
17464,-1,
17481,-1,
17493,-1,
17522,-1,
17529,-1,
17530,-1,
17537,-1,
17540,-1,
17545,-1,
17551,-1,
17565,-1,
17566,-1,
17567,-1,
17603,-1,
17623,-1,
17643,-1,
17659,-1,
17660,-1,
17691,-1,
17692,-1,
17699,-1,
17700,-1,
17701,-1,
17702,-1,
17704,-1,
17730,-1,
17752,-1,
17754,-1,
17808,-1,
17816,-1,
17817,-1,
17818,-1,
17819,-1,
17820,-1,
17871,-1,
17883,-1,
17895,-1,
17926,-1,
17929,-1,
17933,-1,
17946,-1,
17959,-1,
17969,-1,
17972,-1,
17973,-1,
17982,-1,
18022,-1,
